---,Actor,Location,Rotation,Scale,Mesh,Materials
Row_87,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_88,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_89,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_90,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_91,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_92,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_93,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=0.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_94,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_95,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_96,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_97,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_98,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_99,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_100,Class'/Script/Engine.StaticMeshActor',"(X=-30000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_101,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=-180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_102,Class'/Script/Engine.StaticMeshActor',"(X=120000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_103,Class'/Script/Engine.StaticMeshActor',"(X=330000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_104,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_105,Class'/Script/Engine.StaticMeshActor',"(X=270000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_106,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_107,Class'/Script/Engine.StaticMeshActor',"(X=210000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_108,Class'/Script/Engine.StaticMeshActor',"(X=180000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_109,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_110,Class'/Script/Engine.StaticMeshActor',"(X=120000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_111,Class'/Script/Engine.StaticMeshActor',"(X=90000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_112,Class'/Script/Engine.StaticMeshActor',"(X=60000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_113,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_114,Class'/Script/Engine.StaticMeshActor',"(X=30000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_115,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_116,Class'/Script/Engine.StaticMeshActor',"(X=-30000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_117,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_118,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_119,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_120,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_121,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_122,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_123,Class'/Script/Engine.StaticMeshActor',"(X=-240000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_124,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_125,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_126,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-300000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_127,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_128,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_129,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_130,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_131,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_132,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_133,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_134,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_135,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_136,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=-30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_137,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=0.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_138,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_139,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_140,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_141,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_142,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_143,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_144,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_145,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_146,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_147,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_148,Class'/Script/Engine.StaticMeshActor',"(X=-300000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_149,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_150,Class'/Script/Engine.StaticMeshActor',"(X=-240000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_151,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_152,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_153,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_154,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_155,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_156,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_157,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_158,Class'/Script/Engine.StaticMeshActor',"(X=-30000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_159,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_160,Class'/Script/Engine.StaticMeshActor',"(X=30000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_161,Class'/Script/Engine.StaticMeshActor',"(X=60000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_162,Class'/Script/Engine.StaticMeshActor',"(X=90000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_163,Class'/Script/Engine.StaticMeshActor',"(X=120000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_164,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_165,Class'/Script/Engine.StaticMeshActor',"(X=180000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_166,Class'/Script/Engine.StaticMeshActor',"(X=210000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_167,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_168,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_169,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=300000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_170,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_171,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_172,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_173,Class'/Script/Engine.StaticMeshActor',"(X=300000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
